LoanID,UserID,LoanScheme,LoanAmount,InterestRate,TenureYears
6431,3176,Business Loan,1312950,5.4,10
6432,3177,Home Loan,590681,10.02,24
6433,3178,Business Loan,597635,13.88,2
6434,3178,Home Loan,719518,6.97,14
6435,3179,Education Loan,1235885,14.84,4
6436,3179,Education Loan,1806015,14.39,19
6437,3179,Personal Loan,480773,14.21,13
6438,3180,Car Loan,1700887,9.81,28
6439,3181,Education Loan,293282,7.03,5
6440,3182,Business Loan,1479932,8.09,28
6441,3183,Car Loan,1950464,9.64,28
6442,3184,Business Loan,1215272,13.03,3
6443,3185,Personal Loan,327914,13.4,15
6444,3186,Car Loan,336717,14.09,30
6445,3186,Personal Loan,1670274,14.29,7
6446,3187,Business Loan,822805,9.91,10
6447,3187,Education Loan,443262,11.05,8
6448,3188,Personal Loan,1975124,11.37,10
6449,3189,Education Loan,306092,12.82,10
6450,3190,Home Loan,299499,8.48,29
6451,3191,Home Loan,222807,14.2,7
6452,3192,Education Loan,1301605,11.63,22
6453,3193,Personal Loan,902534,10.48,27
6454,3193,Car Loan,757023,6.67,11
6455,3194,Education Loan,1601040,8.12,3
6456,3194,Personal Loan,341358,11.33,10
6457,3194,Education Loan,1561341,13.09,30
6458,3195,Business Loan,1188341,10.97,20
6459,3195,Car Loan,1141769,10.26,30
6460,3196,Education Loan,1317747,7.82,19
6461,3196,Business Loan,513272,14.81,1
6462,3197,Business Loan,1368412,12.01,11
6463,3198,Car Loan,1441267,14.17,7
6464,3198,Car Loan,813492,12.78,10
6465,3199,Education Loan,1388300,12.24,15
6466,3200,Education Loan,329485,12.6,12
6467,3200,Education Loan,819567,5.26,13
6468,3201,Personal Loan,1441118,5.43,10
6469,3201,Car Loan,283269,13.39,1
6470,3202,Education Loan,1855953,6.8,2
6471,3202,Business Loan,983399,12.78,4
6472,3202,Personal Loan,57194,14.68,27
6473,3203,Business Loan,1307253,5.59,9
6474,3203,Personal Loan,1068925,6.36,5
6475,3204,Education Loan,403371,6.92,24
6476,3204,Personal Loan,305254,8.51,26
6477,3205,Home Loan,531020,6.43,5
6478,3206,Business Loan,375107,7.84,18
6479,3207,Car Loan,1866821,6.56,7
6480,3207,Car Loan,1320865,10.91,10
6481,3208,Car Loan,243503,5.39,25
6482,3209,Education Loan,1319489,13.03,8
6483,3209,Car Loan,1916269,12.82,23
6484,3210,Car Loan,1448829,5.3,28
6485,3211,Car Loan,1685293,14.44,30
6486,3212,Business Loan,1291616,6.31,27
6487,3213,Car Loan,296751,11.4,30
6488,3213,Car Loan,1076293,10.57,2
6489,3214,Business Loan,553870,5.29,30
6490,3214,Business Loan,86057,13.51,1
6491,3215,Business Loan,653347,14.1,23
6492,3216,Car Loan,211902,11.13,28
6493,3217,Personal Loan,1425283,7.63,16
6494,3217,Business Loan,909812,13.0,10
6495,3217,Home Loan,1204697,5.36,3
6496,3218,Business Loan,1992672,11.1,1
6497,3218,Education Loan,515595,12.56,16
6498,3218,Business Loan,1397368,12.1,1
6499,3219,Education Loan,1220863,10.85,4
6500,3220,Personal Loan,515397,13.24,20
6501,3221,Education Loan,575506,14.31,29
6502,3221,Home Loan,1773899,12.2,20
6503,3221,Business Loan,78816,8.19,11
6504,3222,Car Loan,1968823,9.93,12
6505,3222,Business Loan,1249917,8.06,25
6506,3223,Car Loan,441270,10.76,24
6507,3223,Personal Loan,1799267,9.19,14
6508,3223,Business Loan,1387212,5.49,10
6509,3224,Business Loan,1324516,13.01,14
6510,3225,Personal Loan,1576491,5.48,11
6511,3225,Education Loan,1014056,7.41,15
6512,3226,Education Loan,1924182,5.43,13
6513,3226,Car Loan,351783,9.44,3
6514,3227,Business Loan,194938,7.99,29
6515,3227,Business Loan,172864,6.4,8
6516,3228,Business Loan,637942,6.94,24
6517,3229,Business Loan,387073,11.4,28
6518,3229,Education Loan,670255,7.69,15
6519,3229,Education Loan,1852882,14.09,11
6520,3230,Car Loan,1466232,6.84,24
6521,3230,Home Loan,1939437,7.51,7
6522,3230,Car Loan,1124336,5.05,2
6523,3231,Education Loan,1537799,6.26,4
6524,3232,Car Loan,567158,14.42,13
6525,3232,Business Loan,276518,8.28,11
6526,3233,Car Loan,1823864,14.57,30
6527,3233,Personal Loan,855668,6.74,16
6528,3234,Personal Loan,390056,7.78,12
6529,3234,Education Loan,178836,7.39,25
6530,3235,Home Loan,1351456,12.95,22
6531,3236,Car Loan,430178,14.31,28
6532,3236,Personal Loan,725615,11.4,30
6533,3237,Education Loan,524710,5.46,1
6534,3237,Home Loan,1318988,9.35,6
6535,3237,Business Loan,1308488,5.91,6
6536,3238,Car Loan,379198,11.0,27
6537,3238,Home Loan,105454,8.02,14
6538,3239,Home Loan,1948284,6.19,22
6539,3239,Home Loan,1288033,6.76,13
6540,3239,Education Loan,1316939,7.1,28
6541,3240,Home Loan,314664,13.19,25
6542,3240,Personal Loan,501828,6.21,8
6543,3241,Business Loan,144702,8.02,25
6544,3242,Home Loan,367139,5.45,4
6545,3243,Personal Loan,272807,10.76,21
6546,3243,Home Loan,493854,8.74,8
6547,3243,Education Loan,1317089,9.87,20
6548,3244,Personal Loan,1405027,5.22,23
6549,3245,Car Loan,952377,5.99,5
6550,3245,Home Loan,1815144,8.41,23
6551,3245,Car Loan,1518035,9.92,17
6552,3246,Car Loan,1307666,8.09,24
6553,3246,Education Loan,1265020,14.98,26
6554,3247,Personal Loan,649061,12.94,12
6555,3248,Home Loan,1607973,7.34,13
6556,3249,Education Loan,1026168,14.16,18
6557,3249,Personal Loan,647402,8.31,10
6558,3249,Education Loan,1589135,7.88,8
6559,3250,Personal Loan,1339620,7.96,25
6560,3251,Business Loan,1516537,14.12,30
6561,3252,Education Loan,1096380,9.28,14
6562,3252,Education Loan,762992,5.58,6
6563,3252,Education Loan,1409169,13.96,14
6564,3253,Personal Loan,1693650,10.75,18
6565,3254,Car Loan,1049901,10.47,14
6566,3254,Personal Loan,1721752,12.21,2
6567,3254,Home Loan,326919,7.46,22
6568,3255,Education Loan,1362950,10.47,30
6569,3255,Education Loan,100416,8.86,27
6570,3256,Education Loan,478862,8.35,5
6571,3256,Home Loan,466122,11.84,4
6572,3256,Business Loan,796031,10.86,3
6573,3257,Business Loan,1560917,7.84,17
6574,3257,Car Loan,918399,7.21,16
6575,3258,Car Loan,1823777,6.52,10
6576,3259,Personal Loan,110645,14.39,8
6577,3260,Home Loan,1244952,12.52,19
6578,3260,Home Loan,1882284,7.43,23
6579,3261,Home Loan,594532,9.37,20
6580,3262,Business Loan,1835634,8.8,20
6581,3262,Home Loan,315939,14.71,25
6582,3262,Business Loan,1546539,7.58,16
6583,3263,Home Loan,1730756,11.83,14
6584,3263,Car Loan,1245638,5.72,11
6585,3263,Home Loan,1978016,10.24,2
6586,3264,Car Loan,1449427,13.71,27
6587,3265,Home Loan,1518697,9.28,10
6588,3265,Home Loan,954045,9.45,26
6589,3266,Personal Loan,1739218,6.44,6
6590,3266,Car Loan,712537,14.43,8
6591,3267,Car Loan,1460630,8.92,30
6592,3267,Education Loan,1336802,9.69,14
6593,3268,Education Loan,1122293,7.94,14
6594,3268,Home Loan,395373,7.79,26
6595,3268,Business Loan,653935,12.08,27
6596,3269,Car Loan,903113,11.25,11
6597,3270,Business Loan,321819,14.71,14
6598,3270,Car Loan,853371,10.34,11
6599,3271,Personal Loan,1866905,9.22,5
6600,3272,Education Loan,426067,10.97,8
6601,3272,Car Loan,1522522,5.22,15
6602,3273,Car Loan,1486160,13.77,28
6603,3274,Home Loan,1256969,6.1,14
6604,3275,Personal Loan,440167,6.47,7
6605,3275,Car Loan,1922713,9.93,18
6606,3276,Personal Loan,651619,14.11,16
6607,3276,Business Loan,1022325,13.58,5
6608,3276,Car Loan,293725,13.64,10
6609,3277,Personal Loan,1012499,5.24,8
6610,3277,Business Loan,1160860,6.34,10
6611,3277,Education Loan,1214969,11.81,5
6612,3278,Education Loan,1402888,12.31,5
6613,3279,Business Loan,1515315,12.03,11
6614,3280,Education Loan,1073908,9.0,24
6615,3280,Education Loan,74643,8.95,14
6616,3280,Home Loan,1456984,6.41,28
6617,3281,Home Loan,59110,6.13,5
6618,3281,Home Loan,106762,13.22,27
6619,3282,Business Loan,662741,10.03,9
6620,3282,Home Loan,863062,13.17,25
6621,3282,Business Loan,476854,7.05,25
6622,3283,Education Loan,1467035,10.76,1
6623,3283,Business Loan,398935,14.39,23
6624,3284,Education Loan,1095986,12.24,21
6625,3284,Personal Loan,1512368,7.07,1
6626,3284,Car Loan,1392418,11.77,20
6627,3285,Business Loan,329090,5.24,12
6628,3285,Education Loan,637059,10.68,27
6629,3286,Home Loan,355285,7.62,12
6630,3287,Home Loan,834755,5.5,21
6631,3287,Personal Loan,212414,6.08,11
6632,3287,Car Loan,871044,6.1,12
6633,3288,Personal Loan,1184335,13.78,7
6634,3288,Business Loan,1588781,10.1,21
6635,3288,Personal Loan,649452,7.55,3
6636,3289,Personal Loan,620297,7.42,12
6637,3289,Education Loan,857323,13.94,11
6638,3290,Home Loan,1798265,8.3,17
6639,3290,Personal Loan,625543,10.15,7
6640,3290,Education Loan,700734,9.58,12
6641,3291,Home Loan,138212,11.24,1
6642,3292,Business Loan,716393,8.81,15
6643,3292,Personal Loan,1071435,13.41,15
6644,3293,Personal Loan,241282,14.62,20
6645,3293,Personal Loan,374571,13.89,26
6646,3294,Education Loan,1932105,11.06,23
6647,3295,Home Loan,1064461,12.02,14
6648,3295,Personal Loan,273772,8.66,30
6649,3295,Education Loan,939807,14.81,17
6650,3296,Personal Loan,1242755,10.71,27
6651,3297,Car Loan,1264549,12.36,17
6652,3297,Home Loan,1442499,6.99,14
6653,3298,Personal Loan,1558727,8.21,1
6654,3298,Car Loan,1174723,7.07,7
6655,3299,Business Loan,190454,10.88,14
6656,3299,Car Loan,972184,12.06,18
6657,3300,Car Loan,552090,14.87,19
6658,3301,Business Loan,392033,7.82,13
6659,3301,Education Loan,1432983,6.42,15
6660,3301,Education Loan,752862,10.6,3
6661,3302,Business Loan,1757886,7.68,14
6662,3302,Education Loan,1199350,9.85,28
6663,3303,Home Loan,63547,6.52,17
6664,3304,Home Loan,1939429,13.26,6
6665,3305,Education Loan,1292619,10.6,21
6666,3305,Home Loan,584870,8.17,21
6667,3306,Personal Loan,395204,8.2,28
6668,3306,Business Loan,827239,14.43,14
6669,3306,Personal Loan,550282,5.04,18
6670,3307,Personal Loan,1172334,14.16,30
6671,3308,Personal Loan,1389888,9.57,27
6672,3309,Home Loan,1064560,12.93,16
6673,3309,Education Loan,1979073,12.47,25
6674,3309,Personal Loan,303483,13.79,17
6675,3310,Car Loan,319005,11.93,16
6676,3311,Education Loan,466115,5.01,20
6677,3311,Personal Loan,68077,9.43,3
6678,3311,Home Loan,203476,5.48,5
6679,3312,Home Loan,455719,7.95,10
6680,3312,Education Loan,504256,13.88,2
6681,3313,Education Loan,1829991,13.22,22
6682,3313,Education Loan,1034929,5.94,20
6683,3313,Education Loan,302307,11.78,19
6684,3314,Personal Loan,838944,8.65,20
6685,3314,Education Loan,783724,12.72,13
6686,3315,Car Loan,135337,11.07,24
6687,3315,Education Loan,1148939,13.55,7
6688,3316,Personal Loan,86627,11.15,12
6689,3316,Home Loan,388641,14.36,27
6690,3317,Education Loan,1480573,12.13,7
6691,3318,Home Loan,1506592,6.82,27
6692,3318,Personal Loan,1265206,5.76,9
6693,3318,Home Loan,1358134,12.03,15
6694,3319,Car Loan,1052943,11.72,14
6695,3319,Personal Loan,1648581,6.14,16
6696,3320,Personal Loan,223258,14.08,11
6697,3320,Personal Loan,1612843,12.02,2
6698,3320,Personal Loan,882496,12.09,30
6699,3321,Personal Loan,114445,10.04,5
6700,3321,Education Loan,781170,10.61,23
6701,3322,Car Loan,1821454,9.69,11
6702,3322,Business Loan,1005702,13.64,30
6703,3322,Home Loan,512751,8.19,17
6704,3323,Home Loan,801108,9.92,3
6705,3323,Business Loan,441938,6.08,19
6706,3323,Education Loan,1039842,10.7,27
6707,3324,Home Loan,1929565,12.11,30
6708,3324,Education Loan,1378693,8.87,10
6709,3325,Home Loan,98120,13.77,3
6710,3326,Home Loan,1763974,11.57,14
6711,3326,Car Loan,356714,12.79,5
6712,3326,Car Loan,873856,10.39,9
6713,3327,Education Loan,1454694,6.29,1
6714,3328,Home Loan,93602,10.46,22
6715,3329,Car Loan,1447835,12.46,26
6716,3330,Personal Loan,1285701,5.24,25
6717,3330,Car Loan,636790,7.08,5
6718,3331,Education Loan,1416719,7.03,2
6719,3332,Home Loan,541722,8.2,14
6720,3332,Home Loan,849831,10.98,25
6721,3332,Home Loan,1752517,5.13,30
6722,3333,Personal Loan,1285920,5.52,27
6723,3334,Home Loan,188341,10.53,17
6724,3334,Personal Loan,1574877,5.04,10
6725,3334,Business Loan,144067,6.73,21
6726,3335,Car Loan,185201,8.35,29
6727,3335,Business Loan,1635443,6.8,22
6728,3336,Home Loan,153534,14.23,23
6729,3336,Home Loan,1378246,9.43,14
6730,3336,Personal Loan,558436,12.7,13
6731,3337,Personal Loan,1123416,12.89,3
6732,3337,Home Loan,337530,11.74,14
6733,3337,Business Loan,190047,8.49,28
6734,3338,Education Loan,1925125,11.97,9
6735,3338,Education Loan,1825877,5.04,12
6736,3339,Personal Loan,1786879,13.63,3
6737,3340,Business Loan,494786,11.74,24
6738,3340,Home Loan,67546,13.62,14
6739,3341,Business Loan,989240,11.19,10
6740,3342,Business Loan,1275847,14.87,24
6741,3343,Education Loan,1321721,7.33,14
6742,3344,Personal Loan,1638525,12.28,13
6743,3344,Education Loan,945779,9.79,28
6744,3345,Education Loan,1053940,8.98,29
6745,3345,Home Loan,1430349,10.31,26
6746,3345,Home Loan,908085,14.27,14
6747,3346,Car Loan,101537,5.88,21
6748,3346,Education Loan,1893601,12.76,21
6749,3346,Home Loan,1014459,14.24,6
6750,3347,Home Loan,941529,9.32,15
6751,3348,Business Loan,73473,10.7,23
6752,3348,Home Loan,988572,11.44,3
6753,3348,Education Loan,1763421,8.25,6
6754,3349,Business Loan,1467629,13.92,18
6755,3349,Business Loan,51417,9.64,19
6756,3349,Business Loan,557169,13.08,19
6757,3350,Home Loan,728342,8.41,16
6758,3351,Home Loan,959816,8.23,20
6759,3351,Education Loan,847299,7.96,18
6760,3352,Car Loan,1606195,10.32,11
6761,3352,Personal Loan,1988350,5.72,23
6762,3352,Car Loan,311721,12.73,4
6763,3353,Education Loan,1206445,10.83,19
6764,3353,Personal Loan,1775882,6.39,28
6765,3354,Car Loan,1730725,5.93,18
6766,3354,Education Loan,218356,11.48,27
6767,3355,Education Loan,132581,5.56,21
6768,3355,Car Loan,1672918,5.44,23
6769,3355,Business Loan,435111,7.62,20
6770,3356,Home Loan,1146502,14.48,18
6771,3356,Education Loan,783124,11.39,2
6772,3356,Home Loan,1397546,5.17,5
6773,3357,Personal Loan,308979,6.02,29
6774,3358,Personal Loan,183814,11.44,13
6775,3358,Personal Loan,1084750,7.75,19
6776,3359,Business Loan,772740,6.49,6
6777,3359,Home Loan,526183,13.51,14
6778,3360,Personal Loan,1379569,10.61,13
6779,3361,Personal Loan,1690935,14.52,21
6780,3362,Home Loan,1753697,7.62,6
6781,3363,Education Loan,341279,7.6,26
6782,3363,Business Loan,996302,8.63,16
6783,3363,Car Loan,102182,11.97,11
6784,3364,Personal Loan,1741897,11.42,9
6785,3364,Car Loan,870045,14.46,20
6786,3364,Car Loan,1940145,9.08,25
6787,3365,Personal Loan,1560706,8.8,29
6788,3365,Education Loan,1704623,7.08,21
6789,3366,Car Loan,509003,7.54,24
6790,3366,Personal Loan,638644,8.81,14
6791,3367,Education Loan,792257,14.27,17
6792,3367,Home Loan,1447242,12.48,9
6793,3367,Business Loan,465863,12.87,18
6794,3368,Car Loan,1423454,10.47,14
6795,3369,Education Loan,1795092,9.95,14
6796,3370,Business Loan,706806,7.4,1
6797,3370,Education Loan,1041454,8.65,16
6798,3371,Business Loan,659700,7.44,25
6799,3371,Education Loan,1667855,13.04,18
6800,3371,Home Loan,1427592,13.29,9
6801,3372,Education Loan,1302131,11.91,28
6802,3373,Car Loan,99868,12.63,26
6803,3374,Personal Loan,807445,14.95,2
6804,3374,Business Loan,416725,10.32,13
6805,3375,Personal Loan,157241,9.58,9
6806,3376,Home Loan,1239388,5.46,15
6807,3376,Education Loan,526633,14.15,16
6808,3376,Home Loan,1821121,14.72,11
6809,3377,Car Loan,1448704,11.29,22
6810,3377,Personal Loan,556858,10.62,1
6811,3377,Personal Loan,934390,6.38,18
6812,3378,Car Loan,130638,11.77,23
6813,3379,Personal Loan,678930,14.92,1
6814,3379,Home Loan,1229285,5.94,7
6815,3379,Car Loan,526002,13.85,5
6816,3380,Car Loan,1668537,11.84,22
6817,3380,Home Loan,1778816,7.24,16
6818,3380,Business Loan,1850347,13.32,11
6819,3381,Personal Loan,284200,6.42,22
6820,3382,Personal Loan,626237,14.94,6
6821,3382,Education Loan,800716,6.85,15
6822,3382,Car Loan,362448,10.51,27
6823,3383,Home Loan,1740565,11.68,4
6824,3383,Personal Loan,1148011,8.63,8
6825,3384,Business Loan,1549279,11.77,12
6826,3385,Personal Loan,594303,11.32,14
6827,3385,Personal Loan,1723918,11.04,30
6828,3386,Business Loan,536854,8.24,3
6829,3387,Car Loan,771462,13.29,11
6830,3387,Home Loan,1494178,9.54,2
6831,3387,Education Loan,334609,9.74,18
6832,3388,Education Loan,469003,7.47,9
6833,3388,Education Loan,250211,14.98,5
6834,3389,Car Loan,1791591,9.76,14
6835,3389,Home Loan,1646038,9.25,29
6836,3389,Personal Loan,414484,12.53,1
6837,3390,Business Loan,298571,10.11,26
6838,3390,Education Loan,872618,6.6,19
6839,3391,Education Loan,1247515,7.34,20
6840,3392,Personal Loan,1706958,13.44,30
6841,3393,Car Loan,204672,9.36,16
6842,3393,Personal Loan,701720,8.36,23
6843,3393,Car Loan,1562263,11.16,19
6844,3394,Home Loan,1967592,11.77,24
6845,3395,Home Loan,1469140,13.04,6
6846,3395,Home Loan,638035,12.82,27
6847,3396,Business Loan,130694,8.09,12
6848,3396,Personal Loan,1429025,7.92,5
6849,3396,Personal Loan,354610,8.69,27
6850,3397,Car Loan,818119,5.46,22
6851,3397,Home Loan,1209676,6.76,24
6852,3398,Home Loan,585511,6.33,12
6853,3399,Education Loan,1028443,6.85,20
6854,3399,Personal Loan,281104,12.18,10
6855,3400,Car Loan,1368502,7.59,29
6856,3401,Home Loan,1406640,7.99,14
6857,3401,Business Loan,831214,7.25,26
6858,3401,Personal Loan,1909332,5.38,21
6859,3402,Business Loan,1064620,9.84,22
6860,3402,Personal Loan,722542,5.16,5
6861,3402,Business Loan,290527,14.49,30
6862,3403,Home Loan,867526,14.03,11
6863,3403,Personal Loan,1957783,9.52,28
6864,3403,Home Loan,1117940,6.12,14
6865,3404,Business Loan,224863,12.44,24
6866,3404,Business Loan,1075867,7.29,20
6867,3404,Home Loan,378688,5.98,18
6868,3405,Business Loan,1937211,5.76,11
6869,3405,Education Loan,506825,11.79,14
6870,3406,Personal Loan,802845,6.37,17
6871,3407,Education Loan,52052,9.42,10
6872,3407,Car Loan,1833507,10.95,20
6873,3408,Car Loan,1860657,6.96,9
6874,3409,Personal Loan,71710,13.09,6
6875,3409,Personal Loan,324584,12.76,13
6876,3410,Home Loan,1225372,9.94,20
6877,3410,Personal Loan,1910287,7.13,10
6878,3410,Car Loan,1896537,5.55,20
6879,3411,Education Loan,999148,12.61,2
6880,3411,Home Loan,1410158,12.79,9
6881,3411,Personal Loan,1317910,12.81,26
6882,3412,Education Loan,1486222,11.9,22
6883,3412,Car Loan,674107,11.25,18
6884,3413,Home Loan,553512,12.89,18
6885,3413,Business Loan,251868,5.45,29
6886,3413,Home Loan,1790855,10.49,5
6887,3414,Personal Loan,151645,13.71,11
6888,3415,Home Loan,638916,8.75,4
6889,3416,Home Loan,362260,5.03,8
6890,3416,Business Loan,1428948,10.47,12
6891,3417,Personal Loan,1666795,10.5,7
6892,3418,Personal Loan,1898605,12.52,13
6893,3418,Business Loan,304926,12.24,21
6894,3418,Education Loan,516120,9.15,1
6895,3419,Business Loan,1469219,11.68,3
6896,3419,Education Loan,564920,12.38,20
6897,3419,Personal Loan,1026972,12.49,19
6898,3420,Education Loan,948442,9.82,2
6899,3420,Personal Loan,98517,8.54,3
6900,3421,Personal Loan,1686918,5.5,16
6901,3421,Personal Loan,1007878,6.14,8
6902,3421,Car Loan,1225723,8.65,26
6903,3422,Business Loan,1807308,11.07,4
6904,3422,Home Loan,504435,9.59,17
6905,3422,Car Loan,219716,12.65,29
6906,3423,Business Loan,605391,12.99,10
6907,3424,Car Loan,931465,11.06,5
6908,3424,Business Loan,879272,8.44,13
6909,3425,Home Loan,1001099,9.28,3
6910,3425,Home Loan,971049,9.46,22
6911,3425,Personal Loan,1493047,12.55,17
6912,3426,Home Loan,1825149,9.26,19
6913,3426,Car Loan,890521,6.07,24
6914,3427,Education Loan,1190646,7.19,1
6915,3427,Car Loan,812223,9.94,15
6916,3428,Business Loan,1824331,13.52,16
6917,3429,Personal Loan,397861,12.29,7
6918,3429,Car Loan,1449255,8.81,3
6919,3430,Education Loan,1907544,8.81,16
6920,3430,Education Loan,479483,12.28,1
6921,3431,Personal Loan,200194,13.06,14
6922,3431,Personal Loan,1484866,7.98,21
6923,3431,Personal Loan,835579,6.86,17
6924,3432,Business Loan,882112,14.9,24
6925,3433,Education Loan,599310,9.79,27
6926,3434,Car Loan,840852,10.39,19
6927,3434,Education Loan,1293936,10.11,16
6928,3435,Education Loan,1205963,10.59,8
6929,3436,Car Loan,1185154,7.2,22
6930,3437,Home Loan,892141,12.29,23
6931,3437,Personal Loan,1655386,8.45,6
6932,3437,Home Loan,1684655,14.55,20
6933,3438,Home Loan,1061989,14.35,13
6934,3438,Car Loan,1304747,7.23,3
6935,3438,Personal Loan,1953884,7.64,13
6936,3439,Home Loan,1264270,5.94,18
6937,3439,Education Loan,407226,6.28,6
6938,3439,Car Loan,1056243,6.24,7
6939,3440,Business Loan,289521,9.46,19
6940,3441,Personal Loan,1828347,13.27,11
6941,3441,Education Loan,1152725,11.13,26
6942,3441,Business Loan,1426085,7.52,19
6943,3442,Business Loan,1338281,9.49,20
6944,3442,Personal Loan,712120,6.61,28
6945,3443,Education Loan,310547,6.1,18
6946,3444,Education Loan,796473,10.17,4
6947,3444,Business Loan,1349837,10.35,4
6948,3445,Personal Loan,1082880,7.11,26
6949,3445,Car Loan,902245,13.62,4
6950,3446,Personal Loan,402663,10.96,12
6951,3447,Home Loan,1612056,13.67,14
6952,3447,Personal Loan,927768,10.97,20
6953,3448,Education Loan,1966494,10.61,3
6954,3449,Home Loan,1152170,13.53,23
6955,3449,Business Loan,1409521,10.81,19
6956,3449,Personal Loan,872007,10.3,6
6957,3450,Personal Loan,1651405,7.07,27
6958,3451,Personal Loan,943425,14.91,12
6959,3451,Home Loan,1717958,11.83,6
6960,3452,Home Loan,1732913,14.84,7
6961,3452,Education Loan,1981315,6.21,27
6962,3453,Education Loan,1337484,13.61,11
6963,3454,Personal Loan,1631908,13.48,10
6964,3454,Business Loan,1800689,5.56,16
6965,3454,Home Loan,1311178,8.57,10
6966,3455,Car Loan,1105962,7.25,23
6967,3455,Education Loan,1945417,14.68,28
6968,3455,Home Loan,1476236,10.98,19
